Title,Release Date,Language,Vote Average,Popularity
Yeh Shaadi Nahi Ho Sakti,19-02-2023,Hindi,5,0.0402
Chalaak,26-08-2023,Hindi,0,0.0434
Behind Veils,14-04-2023,Hindi,0,0.0614
Zoya,28-10-2023,Hindi,0,0.0338
Dhai Aakhar,01-11-2023,Hindi,0,0.0338
Shubh Nikah,17-03-2023,Hindi,0,0.084
Munna Ka Bachpan,05-10-2023,Hindi,0,0.0352
Influencer Life,24-02-2023,Hindi,3,0.0311
Mirage,06-10-2023,Hindi,0,0.0327
Meri Maa,02-06-2023,Hindi,0,0.0286
The Last Envelope,12-10-2023,Hindi,7,0.0404
Online Blues,01-01-2023,Hindi,0,0.0261
Everybody Loves Sohrab Handa,30-10-2023,Hindi,0,0.0429
Behrupiya - The Impersonator,01-11-2023,Hindi,0,0.0379
Lomad,04-08-2023,Hindi,0,0.0379
Funkaar,01-12-2023,Hindi,0,0.0327
How India Stole and Killed Cricket,14-11-2023,Hindi,0,0.0338
The Light,01-11-2023,Hindi,0,0.0362
Descendants of the Dark,27-10-2023,Hindi,0,0.0552
Kaisi Ye Dor,15-12-2023,Hindi,0,0.0646
Baramasi - Daughters of the Immortal Tree,16-05-2023,Hindi,0,0.0338
Uplift,16-09-2023,Hindi,0,0.0338
Nehemich,17-05-2023,Hindi,0,0.0256
Alvida - The Last Goodbye,10-12-2023,Hindi,0,0.0327
Abhishek Upmanyu: Employee No. 1,21-12-2023,Hindi,7,0.0621
Daayre,20-12-2023,Hindi,0,0.0286
The Rashomon Protocol,27-09-2023,Hindi,0,0.0311
Khiladi,04-06-2023,Hindi,0,0.0286
Mrit,04-04-2023,Hindi,3,0.0286
The Softer Kiss,30-06-2023,Hindi,0,0.0286
The Journey of Donkers,23-10-2023,Hindi,0,0.0286
Sumo Didi,27-10-2023,Hindi,0,0.0538
Flickering Lights,05-10-2023,Hindi,0,0.0214
Back to the Future,20-04-2023,Hindi,0,0.0286
Land of My Dreams,05-10-2023,Hindi,0,0.0168
Identity,15-06-2023,Hindi,0,0.0268
Landscapes of Longing,25-10-2023,Hindi,0,0.0261
Makkaar,10-12-2023,Hindi,0,0.0261
Birwa,01-01-2023,Hindi,0,0.0261
Before we die,17-10-2023,Hindi,0,0.0261
Dreams Awaken,04-08-2023,Hindi,0,0.0261
Liave it,11-06-2023,Hindi,0,0.0261
Flowering Man,27-10-2023,Hindi,0,0.0168
Road Blocked Ahead,10-06-2023,Hindi,0,0.0168
Bewafa Sanam,24-05-2023,Hindi,0,0.0256
Pinky Beauty Parlour,14-04-2023,Hindi,0,0.0168
Darranchhoo,13-10-2023,Hindi,0,0.0143
Chaara,25-07-2023,Hindi,0,0.0478
Mafia Mundeer,17-04-2023,Hindi,0,0.0143
La Mer,01-01-2023,Hindi,0,0.0214
Firefly,14-06-2023,Hindi,0,0.0214
The Pink Umbrella,06-07-2023,Hindi,0,0.0143
Bhaskar Bechain,14-03-2023,Hindi,0,0.0286
Knotted,02-01-2023,Hindi,0,0.0214
Temporal Paranoia,11-04-2023,Hindi,0,0.0193
Kofuku,09-10-2023,Hindi,0,0.0168
Dentures,20-04-2023,Hindi,0,0.0168
Zindagi Shatranj Hai,20-01-2023,Hindi,0,0.0168
The Black Chapter of Ajmer,16-07-2023,Hindi,0,0.0071
Bhramar,01-11-2023,Hindi,0,0.0143
Priye Ambak (प्रिय अम्बक),24-12-2023,Hindi,0,0.0143
The Purple Scarf,28-07-2023,Hindi,0,0.0214
Jugaad,27-03-2023,Hindi,0,0.0143
Orange Lilly,16-12-2023,Hindi,0,0.0286
Award,14-12-2023,Hindi,0,0.0143
Roz Marra,22-10-2023,Hindi,0,0.0143
The History of Indian Elections,18-11-2023,Hindi,0,0.0143
Baasan,01-11-2023,Hindi,0,0.0143
Dil Hai Gray,01-11-2023,Hindi,0,0.0071
Dear Daddu,15-08-2023,Hindi,0,0.0143
The Blessed and the Damned,29-10-2023,Hindi,0,0.0143
Chain Reaction,08-10-2023,Hindi,0,0.0143
ANGWAL,04-05-2023,Hindi,0,0.0143
Paperplanes,14-06-2023,Hindi,0,0.0143
Kacche,28-06-2023,Hindi,10,0.0143
Whispers of Fire & Water,08-08-2023,Hindi,6,0.0143
Rightful,10-06-2023,Hindi,0,0.0143
Dew Drops,07-06-2023,Hindi,0,0.0143
Malwa Khushan,08-06-2023,Hindi,0,0.0143
What About Them?,21-04-2023,Hindi,0,0.0071
Dear Avni,14-02-2023,Hindi,0,0.0143
RETROSPECT,07-02-2023,Hindi,0,0.0143
A Flower In A Foglight,25-01-2023,Hindi,0,0.0143
Box of chocolates,15-03-2023,Hindi,8,0.0143
Buying a Bra  By Yashwardhan Choudhary,18-08-2023,Hindi,8,0.0071
Mangalmukhi- The Third Gender,30-09-2023,Hindi,0,0.0071
Mother's Milk,27-01-2023,Hindi,0,0
Alam,01-01-2023,Hindi,0,0.0143
Ready Steady,20-03-2023,Hindi,0,0.0071
Voicenote to my mother,01-01-2023,Hindi,0,0.0071
A Winter Tale at Shimla,12-05-2023,Hindi,0,0.0071
In The Forest One Thing Can Look Like Another,30-09-2023,Hindi,0,0.0071
Mankhurd,19-12-2023,Hindi,0,0.0071
Joseph's Son,13-06-2023,Hindi,0,0.0071
One Two Three,19-08-2023,Hindi,8.5,0.0071
Amma ki katha,22-09-2023,Hindi,0,0.0143
Tu Tu Main Main,15-07-2023,Hindi,0,0.0071
Aakash Mehta: Nasty,07-07-2023,Hindi,0,0
The Peacock's Tale,29-03-2023,Hindi,10,0.0143
The Missing Tale,13-03-2023,Hindi,0,0.0071
Letters Unwritten to Naiyer Masud,25-01-2023,Hindi,0,0.0071
Loveju,09-08-2023,Hindi,0,0.0071
FADDA 2,19-08-2023,Hindi,0,0
"A Tiger Tale, Therefore",13-12-2023,Hindi,0,0
Vishal Tyagi: Modern Romance,30-12-2023,Hindi,0,0
Stirred,01-01-2023,Hindi,0,0
Sahebs Who Never Left - Part 2: The Aftermath,28-09-2023,Hindi,0,0
Return of the Jungle,21-11-2023,Hindi,0,0
Dr. Minestein,01-11-2023,Hindi,0,0
Wild Swans,18-10-2023,Hindi,0,0
Lost & Found in Singapore,25-08-2023,Hindi,0,0
Lappu sa Sachin,25-08-2023,Hindi,6.8,0
Divit,21-07-2023,Hindi,1,0.0071
Lazy Sunday,30-06-2023,Hindi,0,0
No Stranger at All,21-01-2023,Hindi,0,0
Kill,03-07-2024,Hindi,7.144,6.8088
Sikandar Ka Muqaddar,29-11-2024,Hindi,5.6,6.1978
Fighter,24-01-2024,Hindi,6.1,4.372
Lost Ladies,01-03-2024,Hindi,7.7,3.3757
Santosh,17-07-2024,Hindi,7.1,3.0091
Crew,29-03-2024,Hindi,6.858,3.0898
Bhool Bhulaiyaa 3,01-11-2024,Hindi,5.7,2.6102
Do Patti,24-10-2024,Hindi,7.1,2.4773
Dange,01-03-2024,Hindi,5.7,2.4833
Shaitaan,08-03-2024,Hindi,6.2,1.8097
Baby John,25-12-2024,Hindi,5.4,2.0809
Jigra,10-10-2024,Hindi,6.2,2.2512
Ulajh,02-08-2024,Hindi,5.4,1.8375
Stree 2,15-08-2024,Hindi,6.5,2.3757
Teri Baaton Mein Aisa Uljha Jiya,09-02-2024,Hindi,5.6,2.0935
The Mehta Boys,20-09-2024,Hindi,6,1.6749
Yodha,15-03-2024,Hindi,6.5,1.8059
Maharaj,21-06-2024,Hindi,6.8,1.7502
Sector 36,18-08-2024,Hindi,7,1.6067
Srikanth,10-05-2024,Hindi,7.531,1.4768
Khel Khel Mein,15-08-2024,Hindi,5.7,1.5104
Girls Will Be Girls,21-08-2024,Hindi,7.3,1.6005
Singham Again,01-11-2024,Hindi,4.3,1.6778
Munjya,07-06-2024,Hindi,5.9,1.3579
CTRL,04-10-2024,Hindi,5.8,1.4418
Maidaan,10-04-2024,Hindi,7.9,1.3331
Vedaa,15-08-2024,Hindi,5.6,1.205
The Sabarmati Report,14-11-2024,Hindi,6.5,1.008
Bade Miyan Chote Miyan,11-04-2024,Hindi,6.7,1.6224
Savi,31-05-2024,Hindi,5.5,0.9587
Vicky Vidya Ka Woh Wala Video,10-10-2024,Hindi,4.2,1.0904
Murder Mubarak,15-03-2024,Hindi,6.3,1.1143
Amar Singh Chamkila,12-04-2024,Hindi,7.7,1.1068
Madgaon Express,22-03-2024,Hindi,6,0.9219
"LSD 2: Love, Sex aur Dhokha 2",19-04-2024,Hindi,5.9,1.1709
Chhota Bheem and the Curse of Damyaan,31-05-2024,Hindi,0,0.801
Phir Aayi Hasseen Dillruba,09-08-2024,Hindi,6.3,0.8423
Vijay 69,08-11-2024,Hindi,7.1,1.1998
Article 370,23-02-2024,Hindi,6.7,0.7289
Wild Wild Punjab,10-07-2024,Hindi,6.8,0.9946
Mr. & Mrs. Mahi,31-05-2024,Hindi,6.2,1.1789
Chandu Champion,14-06-2024,Hindi,7.1,0.9387
Yo Yo Honey Singh: Famous,20-12-2024,Hindi,5.5,0.9173
Agni,06-12-2024,Hindi,5,0.7148
Sarfira,12-07-2024,Hindi,5.9,1.0148
Bad Newz,19-07-2024,Hindi,4.7,1.0314
All India Rank,23-02-2024,Hindi,6.1,0.6983
Bhakshak,08-02-2024,Hindi,7.6,0.8532
Despatch,19-10-2024,Hindi,3,0.7451
Blackout,07-06-2024,Hindi,5.8,0.6265
Fairy Folk,01-03-2024,Hindi,10,0.6564
Merry Christmas,12-01-2024,Hindi,6.53,0.8772
Woh Bhi Din The,29-03-2024,Hindi,2,0.5426
Yudhra,20-09-2024,Hindi,4,0.6238
Hisaab Barabar,26-11-2024,Hindi,4.3,0.71
Diamond Singh Aam Aadmi,14-01-2024,Hindi,6.5,0.317
Vanvaas,20-12-2024,Hindi,7.8,0.5957
Auron Mein Kahan Dum Tha,02-08-2024,Hindi,3.2,0.5158
Rautu ka Raaz,28-06-2024,Hindi,7.2,0.3027
Do Aur Do Pyaar,19-04-2024,Hindi,0,0.458
Crakk: Jeetega... Toh Jiyegaa,23-02-2024,Hindi,5.7,0.5553
Kakuda,12-07-2024,Hindi,4,0.4617
Return Ticket,05-06-2024,Hindi,5.6,0.3263
Bhed Bakri Bhoot,27-07-2024,Hindi,0,0.5705
Ae Watan Mere Watan,21-03-2024,Hindi,6.2,0.4359
A Place of Our Own,12-01-2024,Hindi,0,0.4281
Ghudchadi,09-08-2024,Hindi,2,0.366
Planchette,27-12-2024,Hindi,0,0.2369
Saali Mohabbat,22-11-2024,Hindi,0,0.3779
Bhaiyya Ji,24-05-2024,Hindi,5,0.3554
Accident or Conspiracy: Godhra,19-07-2024,Hindi,0,0.252
Main Atal Hoon,19-01-2024,Hindi,5.723,0.4957
CycleMahesh,14-11-2024,Hindi,0,0.3897
Luv Ki Arrange Marriage,14-06-2024,Hindi,6.5,0.3684
Swatantrya Veer Savarkar,22-03-2024,Hindi,7.3,0.3888
Hamare Baarah,21-06-2024,Hindi,0,0.3256
Luv You Shankar,19-04-2024,Hindi,0,0.2354
Amar Prem Ki Prem Kahani,04-10-2024,Hindi,4,0.4438
Visfot,06-09-2024,Hindi,6,0.2674
Aakash & Prakash Mehta: Dark,02-08-2024,Hindi,0,0.1786
I Want to Talk,22-11-2024,Hindi,7.5,0.3926
Beyond Ratings,29-02-2024,Hindi,0,0.4008
Country's Funeral,05-02-2024,Hindi,0,0.209
Dukaan,05-04-2024,Hindi,0,0.3676
Affliction,13-11-2024,Hindi,0,0.3219
Troy the Bharat Putra,26-07-2024,Hindi,0,0.3217
Mom's Coming,24-11-2024,Hindi,0,0.1726
IRaH,04-04-2024,Hindi,0,0.2581
Silent Cycle,19-09-2024,Hindi,0,0.3274
Patna Shuklla,29-03-2024,Hindi,5.8,0.3265
"Pyaar, Dosti Aur Ek Chor",13-12-2024,Hindi,0,0.559
Kaam Chalu Hai,19-04-2024,Hindi,0,0.2472
2bhk,20-01-2024,Hindi,0,0.3383
Prachand,11-11-2024,Hindi,0,0.3345
Kaagaz 2,01-03-2024,Hindi,7,0.3307
Pune Highway,23-11-2024,Hindi,0,0.352
Sour Candy,20-02-2024,Hindi,0,0.1476
The Heist,19-07-2024,Hindi,0,0.2733
Dedh Bigha Zameen,31-05-2024,Hindi,0,0.2227
Silence 2: The Night Owl Bar Shootout,16-04-2024,Hindi,6.8,0.317
Binny and Family,27-09-2024,Hindi,3,0.2582
House of Lies,31-05-2024,Hindi,0,0.238
Sadabahar,01-12-2024,Hindi,0,0.4435
The Signature,04-10-2024,Hindi,0,0.206
Fire of Love: RED,05-01-2024,Hindi,0,0.1519
Adbhut,15-09-2024,Hindi,0,0.2927
Skyward,21-10-2024,Hindi,0,0.2804
Ishq Vishk Rebound,21-06-2024,Hindi,4,0.2597
The Fable,16-02-2024,Hindi,4,0.2729
Naam,22-11-2024,Hindi,0,0.1818
Tera Kya Hoga Lovely,08-03-2024,Hindi,3.8,0.1492
TGB's Prayash,10-04-2024,Hindi,10,0.2651
The Influenced,30-11-2024,Hindi,0,0.1669
The Abyss of shadows,10-09-2024,Hindi,9,0.1422
Kooki,28-06-2024,Hindi,0,0.191
Kevin Zingkhai: 404 Error No Love Found!,21-07-2024,Hindi,0,0.2946
Ruslaan,26-04-2024,Hindi,5,0.5423
A Wedding Story,30-08-2024,Hindi,0,0.1787
Sheep Barn,14-12-2024,Hindi,0,0.2931
Bal Naren,20-09-2024,Hindi,0,0.2097
The Legend of Sudarshan Chakra,15-11-2024,Hindi,0,0.1594
Bloody Ishq,26-07-2024,Hindi,0,0.3157
Parchai,16-03-2024,Hindi,0,0.2575
Boong,05-09-2024,Hindi,0,0.1806
"Love, Sitara",27-09-2024,Hindi,4,0.2846
Kahan Shuru Kahan Khatam,20-09-2024,Hindi,2,0.1647
Kuch Khattaa Ho Jaay,16-02-2024,Hindi,3,0.2466
The Girl Who Lived in the Loo,20-02-2024,Hindi,0,0.2529
I Think I've Killed Someone,24-03-2024,Hindi,0,0.1664
Uss Raat,27-03-2024,Hindi,10,0.2584
Bastar: The Naxal Story,15-03-2024,Hindi,4.7,0.17
Culture Vulture,16-05-2024,Hindi,5,0.1644
JNU: Jahangir National University,21-06-2024,Hindi,0,0.3141
Zero Se Restart,13-12-2024,Hindi,0,0.2426
Ballad of the Mountain,07-11-2024,Hindi,0,0.1501
Bombay,23-02-2024,Hindi,0,0.1678
A SON OF HIMALAYA,11-06-2024,Hindi,0,0.1427
Bobby Beauty Parlour,30-06-2024,Hindi,0,0.2108
The UP Files,26-07-2024,Hindi,0,0.1281
No Means No,22-03-2024,Hindi,0,0.2014
Tees,07-11-2024,Hindi,0,0.1724
Khwaabon Ka Jhamela,08-11-2024,Hindi,3.2,0.211
Two Zero One Four,22-03-2024,Hindi,0,0.2004
Mic Drop,07-11-2024,Hindi,0,0.2321
Óbur,18-04-2024,Hindi,10,0.1108
A Fly on the Wall,04-10-2024,Hindi,0,0.096
Benaam Rishta,13-12-2024,Hindi,0,0.2703
The Alliance: Chapter One - Operation Metamorphosis,31-05-2024,Hindi,0,0.1213
P for Paparazzi,07-11-2024,Hindi,0,0.2205
Until I Fly,10-03-2024,Hindi,8,0.1746
Rapture,15-05-2024,Hindi,6.2,0.1038
Krispy Rishtey,18-10-2024,Hindi,0,0.1915
Sleeplessness,19-01-2024,Hindi,0,0.1657
Political War,23-02-2024,Hindi,0,0.1654
The Diary of West Bengal,30-08-2024,Hindi,0,0.2019
Echo - The Sound Of Silence,05-07-2024,Hindi,0,0.1205
Main Ladega,26-04-2024,Hindi,6.333,0.1784
APPU,19-04-2024,Hindi,0,0.2076
The Miranda Brothers,25-10-2024,Hindi,0,0.1862
Delhi minus Umar Khalid,02-03-2024,Hindi,10,0.2064
Mahadev Ka Gorakhpur,29-03-2024,Hindi,0,0.1559
Chalti Rahe Zindagi,26-07-2024,Hindi,0,0.161
The Free Market - The Dark Side of Indian Start-Up Ecosystem,01-08-2024,Hindi,0,0.1491
The Colour Yellow,04-10-2024,Hindi,0,0.1986
Nocturnes,25-07-2024,Hindi,6,0.1776
Ghamasaan,18-10-2024,Hindi,0,0.1349
Choices,29-11-2024,Hindi,0,0.1497
Kabzaa,29-11-2024,Hindi,10,0.1439
How to become famous online,05-07-2024,Hindi,9.5,0.0928
Spaces,25-06-2024,Hindi,0,0.1383
Chanchal Haseena,22-08-2024,Hindi,0,0.1474
Bandaa Singh Chaudhary,25-10-2024,Hindi,0,0.2024
Nirahua Hindustani 4,15-08-2024,Hindi,0,0.1695
Desh Ke Gaddar,03-05-2024,Hindi,0,0.1231
Case 19: Vichchhiya,25-12-2024,Hindi,0,0.1702
Just a Writer,17-12-2024,Hindi,6,0.1663
Rahul Dua - Oh Hello!,04-10-2024,Hindi,8,0.1333
Qaid,02-07-2024,Hindi,0,0.1152
Lantrani,09-02-2024,Hindi,5.3,0.2496
Navras Katha Collage,18-10-2024,Hindi,0,0.1203
Unknown PART - 1,01-01-2024,Hindi,0,0.1638
Jinn Chapter 1,05-01-2024,Hindi,0,0.2056
One Last Time,07-04-2024,Hindi,0,0.0962
Bardovi,02-08-2024,Hindi,0,0.1116
Meet My Soulmate Dia,18-02-2024,Hindi,0,0.1603
Jamoora,11-10-2024,Hindi,0,0.0972
Angithee 3,07-03-2024,Hindi,0,0.1575
Pranit More: DO VEGANS GIVE BLO*JOB?,25-10-2024,Hindi,7,0.15
The Moon,15-10-2024,Hindi,0,0.131
Six Nine Five,18-01-2024,Hindi,5.5,0.1517
Inverse,29-12-2024,Hindi,0,0.0769
Pyaar Ishq aur Possession,11-07-2024,Hindi,1,0.1584
Railway pe Line,16-06-2024,Hindi,5,0.0646
Rhythm of a Flower,20-10-2024,Hindi,0,0.1025
Gadera,10-05-2024,Hindi,0,0.0892
The Umesh Chronicles,02-06-2024,Hindi,0,0.1554
Poos Ki Ek Raat,05-10-2024,Hindi,0,0.1406
Ajab Gajab Dhamal,30-01-2024,Hindi,0,0.1765
Dirty Deal,02-11-2024,Hindi,0,0.1179
Reporting Live From Vilaspuri,03-08-2024,Hindi,10,0.1176
Jo Tera Hai Woh Mera Hai,20-09-2024,Hindi,0,0.1681
Ek Kori Prem Katha,05-04-2024,Hindi,0,0.0971
Aseq,22-06-2024,Hindi,0,0.1706
Chemical India,31-12-2024,Hindi,0,0.1279
Tedi Medi,09-08-2024,Hindi,0,0.0997
Chaar Phool Hain Aur Duniya Hai,07-11-2024,Hindi,0,0.0952
Walk,09-04-2024,Hindi,0,0.1085
Umar Khalid : From the Eyes of His Loved Ones,30-04-2024,Hindi,7,0.0759
Alfiya & Ahmed,08-05-2024,Hindi,0,0.1228
Home,07-11-2024,Hindi,0,0.0851
Dashmi,16-01-2024,Hindi,0,0.2191
Mr Beast Parody,23-10-2024,Hindi,10,0.1134
Oxygen,15-11-2024,Hindi,10,0.1426
Second Chance,02-07-2024,Hindi,0,0.093
Go Noni Go,23-10-2024,Hindi,0,0.0931
Zehan,01-02-2024,Hindi,0,0.0873
Mohit Morani: Homecoming,19-10-2024,Hindi,0,0.1078
Aakhir Palaayan Kab Tak..?,16-02-2024,Hindi,0,0.0772
The Tour,19-04-2024,Hindi,0,0.1062
Lovely & Tip Top,07-11-2024,Hindi,0,0.0848
My Mother's Girlfriend,09-03-2024,Hindi,0,0.0844
Tikdam,23-08-2024,Hindi,8,0.1094
Irani Chai,14-12-2024,Hindi,0,0.0659
समझौता,18-10-2024,Hindi,0,0.0948
Anubhuti,25-01-2024,Hindi,0,0.0837
Ahmiyat,21-03-2024,Hindi,0,0.0858
Mirg,09-02-2024,Hindi,0,0.08
The Zebras,30-12-2024,Hindi,0,0.0685
Dead Dead Full Dead,28-07-2024,Hindi,0,0.0891
Burning Butterflies,06-09-2024,Hindi,0,0.0639
Tauba Tera Jalwa,05-01-2024,Hindi,0,0.1156
In the Belly of a Tiger,18-02-2024,Hindi,7,0.0699
Jal Tu Jalaal Tu,18-04-2024,Hindi,0,0.0708
Humans in the Loop,15-12-2024,Hindi,0,0.0585
Kaalidhar Laapata,13-09-2024,Hindi,0,0.0946
Colourrs of Love,04-10-2024,Hindi,0,0.073
Black Coffee,30-05-2024,Hindi,0,0.062
Gauraiya Live,12-04-2024,Hindi,0,0.0702
Bengal 1947,29-03-2024,Hindi,0,0.0734
Mirage,19-04-2024,Hindi,9,0.0611
Daitya,25-10-2024,Hindi,0,0.0719
Places I've Called My Own,02-09-2024,Hindi,0,0.1166
Aliya Basu Gayab Hai,09-08-2024,Hindi,0,0.0979
Kunal Kamra: Uncle Logic,25-02-2024,Hindi,7,0.0496
Pinky and Papa,02-02-2024,Hindi,0,0.055
The Blue Bicycle,12-11-2024,Hindi,0,0.0588
The Slow Train,21-10-2024,Hindi,0,0.0514
Interrogation,30-08-2024,Hindi,0,0.0528
What's in a Name?,21-10-2024,Hindi,0,0.0438
Life's First Lessons,19-04-2024,Hindi,0,0.0389
Struggler,24-02-2024,Hindi,0,0.0571
U=Me,11-04-2024,Hindi,0,0.0533
Motu Patlu & The Rise of Zombies,31-10-2024,Hindi,4,0.0553
Thanks Mom,15-05-2024,Hindi,0,0.0389
Body,14-12-2024,Hindi,0,0.0612
Holiday Homework,16-03-2024,Hindi,0,0.0404
Alaav,17-11-2024,Hindi,0,0.0281
Leela,25-01-2024,Hindi,0,0.0523
The Dress,15-12-2024,Hindi,0,0.051
Chitthi,15-05-2024,Hindi,0,0.057
Lost in Teleportation,16-06-2024,Hindi,0,0.0503
Wild Flower Garland,19-04-2024,Hindi,0,0.05
जानु जांलेवा,09-06-2024,Hindi,0,0.0387
Plum Cake,13-06-2024,Hindi,0,0.0463
Beinteha,13-09-2024,Hindi,0,0.0463
Destiny Express,25-12-2024,Hindi,0,0.0462
The Loose Noose,26-05-2024,Hindi,0,0.0462
Bajrang Aur Ali,07-06-2024,Hindi,0,0.0454
Forbidden Love,24-10-2024,Hindi,0,0.0453
The Purple Ring In The Mixed Fruit Jam,01-10-2024,Hindi,0,0.0362
Logout,22-11-2024,Hindi,0,0.0338
Phir Wahi Raat,21-11-2024,Hindi,0,0.0286
Lori,19-10-2024,Hindi,0,0.0261
Last Night in Kolaba,07-11-2024,Hindi,0,0.0663
Gabru Gang,26-04-2024,Hindi,0,0.0214
Kadhale Kadhale,14-02-2024,Hindi,0,0.1045
Ram Janmabhoomi Return Of A Splendid Sun,01-01-2024,Hindi,7,0.0406
Yash Rathi: Dil Chahta Hai,25-05-2024,Hindi,0,0.0256
Sad Letters of an Imaginary Woman,04-10-2024,Hindi,0,0.0457
Daddy,01-09-2024,Hindi,0,0.0381
In Retreat,18-05-2024,Hindi,0,0.0336
Sightless Skins,08-04-2024,Hindi,0,0.0364
Uberman,28-02-2024,Hindi,0,0.0256
In This Life,25-10-2024,Hindi,0,0.0338
Imamdasta,16-02-2024,Hindi,0,0.0404
Trump Card,12-10-2024,Hindi,0,0.0338
Darkness of Summer,20-04-2024,Hindi,0,0.0362
Scammy Boys,16-02-2024,Hindi,3,0.0362
Namastey Sir,28-07-2024,Hindi,0,0.0361
Clerk,20-04-2024,Hindi,0,0.0357
Qaid – No Wayyy Out,23-02-2024,Hindi,0,0.0357
Gadong,11-04-2024,Hindi,0,0.0356
Welcome Wedding,29-03-2024,Hindi,0,0.0411
Celestina and Lawrence,26-01-2024,Hindi,0,0.0339
Madhur Virli: The IIT Dream,09-06-2024,Hindi,0,0.0398
India’s 1st Best Trans Model Agency,13-11-2024,Hindi,0,0.0293
Flame of the forest,01-07-2024,Hindi,10,0.0289
A Street Play,05-12-2024,Hindi,0,0.0214
Prisoner No. 626710 is present,13-09-2024,Hindi,0,0.0357
Kaleidoscope,26-05-2024,Hindi,0,0.0621
Phool Dei,27-03-2024,Hindi,0,0.0286
Gin Ke Dus,15-03-2024,Hindi,10,0.0286
Memoirs of My Camera,01-01-2024,Hindi,0,0.0339
Preparing For The End Of The World,03-08-2024,Hindi,0,0.0261
Bird of a Different Feather,19-06-2024,Hindi,0,0.0261
Pyre,19-11-2024,Hindi,0,0.0239
Survey City,02-06-2024,Hindi,0,0.0256
Laal Helmet Babu,28-07-2024,Hindi,0,0.0243
I Was Painted Red,21-10-2024,Hindi,0,0.0243
Kitty Kelly's Diwali,01-01-2024,Hindi,0,0.0243
Rama Ayodhya,14-01-2024,Hindi,0,0.0243
A Boy Who Dreamt of Electricity,07-10-2024,Hindi,0,0.0243
Vau Ka Birthday (23),11-10-2024,Hindi,0,0.0214
Aayushmati Geeta Matric Pass,18-10-2024,Hindi,0,0.0289
Tatkshan,19-04-2024,Hindi,0,0.0071
THE LAST DAYS: LIFE'S FINAL MOMENTS,19-05-2024,Hindi,0,0.0214
Hot Takes ep 1,13-09-2024,Hindi,10,0.0214
Kartam Bhugtam,17-05-2024,Hindi,0,0.0214
Disorder,14-01-2024,Hindi,0,0.0143
"A Night, After All",25-08-2024,Hindi,0,0.0143
Fear and Furniture,18-12-2024,Hindi,0,0.0143
Band of Maharajas,01-01-2024,Hindi,0,0.0168
"Pots, Pans, and Politics",28-11-2024,Hindi,0,0.0143
Dabbo,28-10-2024,Hindi,0,0.0143
Amar Dies Today,10-10-2024,Hindi,0,0.0143
Phas Gaya Sisyphus,31-08-2024,Hindi,0,0.0071
The Passengers,18-02-2024,Hindi,0,0.0143
Achaar,15-06-2024,Hindi,0,0.0143
Rental,26-03-2024,Hindi,0,0.0143
Wushang Watchalongs (IPL FINAL),26-05-2024,Hindi,0,0.0071
Namak,10-10-2024,Hindi,0,0.0071
Hello Kitty,06-10-2024,Hindi,0,0.0071
Hidden Battles of a Fragile Mind,11-07-2024,Hindi,0,0.0071
Pari,07-05-2024,Hindi,0,0.0071
Rajat Chauhan: Engineering College to Corporate,27-05-2024,Hindi,0,0.0071
Hatheli,25-05-2024,Hindi,0,0.0071
Dear Sahithya,20-02-2024,Hindi,0,0.0071
Simulacrum,20-04-2024,Hindi,0,0.0071
The Joint Operation,04-04-2024,Hindi,0,0
Chirag Panjwani: Meri Pehli Shaadi,15-11-2024,Hindi,0,0
Queens of Vikretamandi,16-11-2024,Hindi,0,0
Smritibrikkho: The Pursuit of Memories,04-10-2024,Hindi,0,0
Mahashivratri: A Night With The Divine,08-03-2024,Hindi,0,0.0071
Jhumri Talayian,01-01-2024,Hindi,0,0
Deva,31-01-2025,Hindi,6.8,245.4876
Sky Force,24-01-2025,Hindi,7.2,68.4111
Dhoom Dhaam,13-02-2025,Hindi,6.6,19.9527
Deva,28-03-2025,Hindi,3.5,17.0355
Sikandar,29-03-2025,Hindi,6,20.7806
Nadaaniyan,01-03-2025,Hindi,5.9,15.7195
Chhaava,14-02-2025,Hindi,7.1,9.1047
Fateh,10-01-2025,Hindi,8,2.3033
The Diplomat,07-03-2025,Hindi,6.5,2.3764
Kesari Chapter 2: The Untold Story of Jallianwala Bagh,18-04-2025,Hindi,0,1.8335
Bhool Chuk Maaf,09-05-2025,Hindi,0,1.4461
Azaad,17-01-2025,Hindi,7.5,2.2857
Emergency,17-01-2025,Hindi,1.5,1.9878
Rambo,01-01-2025,Hindi,0,1.8959
Be Happy,14-03-2025,Hindi,6.412,1.4591
Jaat,10-04-2025,Hindi,0,1.8289
War 2,14-08-2025,Hindi,0,1.4628
Raid 2,01-05-2025,Hindi,0,1.0436
Zakir Khan: Delulu Express,27-03-2025,Hindi,9,0.7971
Badass Ravi Kumar,07-02-2025,Hindi,1,0.895
Crazxy,28-02-2025,Hindi,4.5,0.793
Superboys of Malegaon,28-02-2025,Hindi,8.3,0.9393
Son Of Sardaar 2,25-07-2025,Hindi,0,0.5893
Baaghi 4,05-09-2025,Hindi,0,0.8208
Mere Husband Ki Biwi,21-02-2025,Hindi,7.2,0.7299
Zameer,04-01-2025,Hindi,0,0.6144
The Shameless,20-03-2025,Hindi,2.5,0.6584
Thama,17-10-2025,Hindi,0,0.6558
